dataset,case_id,http_success,finish_reason,is_length_capped,prompt_tokens,completion_tokens,e2e_s,ttft_s,tpot_s,token_count_source,answer_extraction,raw_response_file
humaneval,HumanEval/161,True,stop,False,140,1522,19.34687883220613,0.09143727459013462,0.012659724889951344,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00011_1c7893647126.json.gz
humaneval,HumanEval/69,True,stop,False,194,1929,24.897257439792156,0.08521381951868534,0.012869317230432298,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00012_919a468f56b8.json.gz
humaneval,HumanEval/115,True,stop,False,355,3595,46.4532378166914,0.10097345896065235,0.012897124195250626,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00013_80c54a50a177.json.gz
humaneval,HumanEval/159,True,stop,False,319,1417,18.464200500398874,0.11105772480368614,0.012961259022312986,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00014_13235ce0ad4b.json.gz
humaneval,HumanEval/28,True,stop,False,86,364,4.579012580215931,0.0771635640412569,0.01240178792334621,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00015_88f399f279a6.json.gz
humaneval,HumanEval/87,True,stop,False,288,2487,31.818609211593866,0.11226741224527359,0.012753958889520753,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00016_8aac81389452.json.gz
humaneval,HumanEval/29,True,stop,False,116,927,11.928954109549522,0.08518152311444283,0.012790251173256025,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00017_1047455a5140.json.gz
humaneval,HumanEval/105,True,stop,False,308,3416,46.460803328081965,0.09078557416796684,0.013578336091922109,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00018_be1eb3b9b637.json.gz
humaneval,HumanEval/78,True,stop,False,344,1225,16.840866144746542,0.12581095844507217,0.013656090838481592,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00019_09b43a58cf00.json.gz
humaneval,HumanEval/118,True,stop,False,178,7976,106.6082901507616,0.06560534425079823,0.01335958430175684,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00020_8d3b1d30f7cd.json.gz
humaneval,HumanEval/123,True,stop,False,261,2369,30.84892488270998,0.14522894099354744,0.012966087813224845,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00021_de60c03a27b2.json.gz
humaneval,HumanEval/39,True,stop,False,128,4507,59.36254087649286,0.09447411075234413,0.013153143978193635,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00022_72b6acc2e3e0.json.gz
humaneval,HumanEval/55,True,stop,False,84,1293,16.680576601997018,0.09772498346865177,0.012835024472545175,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00023_e5f5630acd2a.json.gz
humaneval,HumanEval/95,True,stop,False,202,3088,40.26813398115337,0.10017643310129642,0.013011971994833843,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00024_f8853c706dc1.json.gz
humaneval,HumanEval/61,True,stop,False,118,740,9.38080409169197,0.07499882020056248,0.012592429325428157,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00025_90114d6ec6ea.json.gz
humaneval,HumanEval/113,True,stop,False,211,2436,31.15174916945398,0.09242593869566917,0.0127553688832683,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00026_987722152444.json.gz
humaneval,HumanEval/71,True,stop,False,152,4074,52.942749133333564,0.0662989653646946,0.012982187617964368,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00027_af92df87a5f0.json.gz
humaneval,HumanEval/86,True,stop,False,159,2435,32.27011499367654,0.09239375777542591,0.013220099110887886,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00028_5a55b87f192c.json.gz
humaneval,HumanEval/60,True,stop,False,133,1111,14.884963195770979,0.08979729190468788,0.013328978291771433,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00029_3cb575d5ce14.json.gz
humaneval,HumanEval/19,True,stop,False,134,954,12.923203099519014,0.07832708582282066,0.013478358881108283,evalscope_fallback_or_missing,closed_think_delimiter,raw_responses/00030_2a6bdf94f301.json.gz
humaneval,HumanEval/134,True,length,True,166,8192,108.97209943272173,0.09146885015070438,0.013292715246315595,evalscope_fallback_or_missing,no_closed_think_or_server_reasoning_channel,raw_responses/00031_c6ecb6589022.json.gz
